Gene_Name	UniProtKB_ID	Ensembl_Protein_ID	A0218_6A	A0218_6B	A0218_4B	A0218_4A	A0218_8B	A0218_2A	A0218_2B	A0218_1A_WHIM16	A0218_8A	Adult_Colon_bRP_Elite_50	Adult_Rectum_bRP_Elite_84	Adult_Colon_Gel_Elite_51	A0218_1B	A0218_5A	A0218_5B	A0218_7B	A0218_7A	Adult_Rectum_Gel_Elite_63	A0218_3B	A0218_3A	A0232_6	A0232_4	A0232_5	A0232_2	A0232_3	A0218_9B	A0232_1	A0218_9A	A0218_10A	A0218_10B	
CSTF3	Q12996,E9PNK2,H0YE74,E9PLP8,E9PJ06	ENSP00000435138,ENSP00000315791,ENSP00000431355,ENSP00000388711,ENSP00000393064,ENSP00000434753,ENSP00000431903,ENSP00000439860	2	5	7	4	4	1	5	4	0	2	0	5	2	2	5	3	2	1	5	1	8	8	8	7	8	4	8	1	1	2	
DSCAM	O60469,Q8WY19,A0A087WUI7	ENSP00000383303,ENSP00000385342,ENSP00000478698	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
KCTD2	Q14681,J3QSC8,H0Y3B9	ENSP00000464630,ENSP00000364435,ENSP00000312814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
GCLM	P48507	ENSP00000359258,ENSP00000484507	1	7	1	0	1	1	1	0	1	1	3	0	0	0	4	3	2	0	2	0	6	5	5	4	6	1	2	1	0	3	
AVL9	Q8NBF6,H7C0I1,B8ZZW5	ENSP00000315568,ENSP00000387011,ENSP00000395134,ENSP00000385242,ENSP00000328087	0	3	2	0	4	0	4	2	0	3	1	0	4	0	2	4	0	1	2	1	4	3	3	2	6	1	2	0	0	2	
GRHL1	Q9NZI5,B7Z1S6,F8WFB0,C9JYY8	ENSP00000387521,ENSP00000420654,ENSP00000324693,ENSP00000418275,ENSP00000419831,ENSP00000384209,ENSP00000324494	0	5	2	0	1	0	2	0	0	0	0	0	3	0	3	1	0	0	3	0	1	2	2	1	2	2	1	0	0	2	
GRHL2	Q6ISB3	ENSP00000251808,ENSP00000430473,ENSP00000379260,ENSP00000379261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GRHL3	Q8TE85,E9PLT6,E9PLG9	ENSP00000354943,ENSP00000288955,ENSP00000348333,ENSP00000431290,ENSP00000435130,ENSP00000236255,ENSP00000340543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
UBQLN2	Q9UHD9	ENSP00000345195,ENSP00000438573	8	13	19	11	17	11	12	5	10	13	5	9	7	10	15	9	6	2	10	8	23	19	18	26	18	8	28	5	7	10	
UBQLN3	Q9H347,C9IYQ4	ENSP00000347997,ENSP00000412561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	1	
UBQLN1	Q9UMX0,H0YEZ9,H0YDS0	ENSP00000365576,ENSP00000257468,ENSP00000436912,ENSP00000434194	5	7	7	6	7	6	8	3	4	7	3	4	4	7	3	3	2	2	4	4	15	9	10	13	10	4	15	6	5	6	
GCLC	P48506,D6R959,E1CEI4,A0A0C4DGB2,D6RIT4,H0YAB6,D6REX4,H0Y9I7,D6RGF8	ENSP00000229416,ENSP00000426578,ENSP00000421228,ENSP00000421908,ENSP00000421629,ENSP00000424211,ENSP00000423615,ENSP00000427403,ENSP00000482756	0	1	0	1	3	0	2	1	1	20	30	18	1	0	1	1	0	18	3	1	4	2	2	0	3	0	2	1	1	1	
UBQLN4	Q9NRR5	ENSP00000357292,ENSP00000357290	0	5	14	0	8	1	8	1	0	3	3	0	1	1	6	3	0	1	5	0	8	5	6	8	6	7	7	1	0	7	
C1GALT1	Q9NS00,C9JDX1,C9K0C8	ENSP00000407666,ENSP00000415400,ENSP00000223122,ENSP00000384550,ENSP00000389176	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OSMR	Q99650,H0Y8W9,H0YAD1,H0Y9E3	ENSP00000422023,ENSP00000274276,ENSP00000423913,ENSP00000426729,ENSP00000422372	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CEP44	Q9C0F1,D6RBX1,D6RGX6,D6RC25	ENSP00000423153,ENSP00000427337,ENSP00000389427,ENSP00000380009,ENSP00000423949,ENSP00000421128,ENSP00000423922,ENSP00000296519,ENSP00000408221	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DAPK3	O43293,M0R0D0,M0QYY8,M0QYW5	ENSP00000442973,ENSP00000470168,ENSP00000471154,ENSP00000472988,ENSP00000470115,ENSP00000301264,ENSP00000400052	0	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	
DAPK2	Q9UIK4,A0A0A6YYK9,H0YKW8,H0YL86,H0YLP5,H0YMK1	ENSP00000453639,ENSP00000408277,ENSP00000453101,ENSP00000484390,ENSP00000453284,ENSP00000452970,ENSP00000261891,ENSP00000453235	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DAPK1	P53355,F8WCQ3	ENSP00000350785,ENSP00000417076,ENSP00000386135,ENSP00000419026,ENSP00000417746,ENSP00000484267,ENSP00000418885	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	
ULK2	Q8IYT8,K7EIU2,K7EKK9,K7EP89	ENSP00000354877,ENSP00000378914,ENSP00000464892,ENSP00000465666,ENSP00000467277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	
ULK3	Q6PHR2,H3BMW8,H3BP85,H3BPN6,H3BT78,H3BTS3,H3BV76,H3BS27	ENSP00000400312,ENSP00000456051,ENSP00000454583,ENSP00000456296,ENSP00000455395,ENSP00000457853,ENSP00000457061,ENSP00000457983,ENSP00000457305,ENSP00000456510,ENSP00000455199,ENSP00000486917,ENSP00000393658	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
PABPN1	Q86U42,G3V4T2,B4DEH8,H0YJH9	ENSP00000216727,ENSP00000380446,ENSP00000451970,ENSP00000450724,ENSP00000451592	2	4	3	2	3	4	1	3	2	4	7	5	3	1	4	3	2	1	1	3	8	4	7	4	4	3	5	1	2	4	
DPY19L3	Q6ZPD9,Q8N6Q4,S4R3D3,K7ELG1,K7ELB5,K7ELH8	ENSP00000465995,ENSP00000466086,ENSP00000344937,ENSP00000466062,ENSP00000465997,ENSP00000474174,ENSP00000376081,ENSP00000315672,ENSP00000376079	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
DPY19L4	Q7Z388,H0YBL6,E5RGH1,H0YBI1,E5RGB7,H0YBK6,H0YAT0,H0YBV9	ENSP00000428762,ENSP00000430162,ENSP00000389630,ENSP00000428041,ENSP00000430417,ENSP00000429559,ENSP00000429785,ENSP00000429711	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	
ULK4	Q96C45,C9JVZ3,A0A0C4DG77	ENSP00000301831,ENSP00000412187,ENSP00000401414,ENSP00000391849,ENSP00000399382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TNR	Q92752,H0Y668	ENSP00000356646,ENSP00000403413,ENSP00000263525,ENSP00000356645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
ZFPL1	O95159,E9PJX1,E9PQA5,E9PNY1,E9PQ47,H0YCU8,A0A0G2JKQ6,E9PMQ3,E9PJ47	ENSP00000433673,ENSP00000435677,ENSP00000415088,ENSP00000294258,ENSP00000434454,ENSP00000432833,ENSP00000432529,ENSP00000437090,ENSP00000432377,ENSP00000434780	2	2	2	5	3	9	3	3	3	3	2	0	3	5	2	0	1	0	0	6	10	14	9	5	11	2	5	4	5	0	
IL18R1	Q13478,Q86YL8	ENSP00000386663,ENSP00000387211,ENSP00000233957,ENSP00000334030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
MAN1C1	Q9NR34,B1AJZ5,A6NGN6,A0A087WZ31	ENSP00000363452,ENSP00000263979,ENSP00000363449,ENSP00000482317,ENSP00000363451	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	
TNC	P24821,F5H7V9,A0A0U1RR80,F5H5D6,H0YGZ3,J3QSU6,E9PC84	ENSP00000265131,ENSP00000339553,ENSP00000411406,ENSP00000443478,ENSP00000442242,ENSP00000445380,ENSP00000489385,ENSP00000443469,ENSP00000438152,ENSP00000407440,ENSP00000344400,ENSP00000344555,ENSP00000345861	54	35	34	72	38	96	51	46	79	249	214	381	29	81	35	30	62	509	44	83	98	93	101	86	78	27	87	71	47	24	
RTN4RL2	Q86UN3,G3V1D7	ENSP00000335397,ENSP00000435606,ENSP00000378552	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	2	0	2	0	0	0	2	1	
CFAP58	Q5T655,Q9H4Y4	ENSP00000358718,ENSP00000358717	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CFAP54	Q96N23,A0A0A0MTQ3,H0YIB5	ENSP00000452066,ENSP00000431759,ENSP00000449035	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	
CFAP57	Q96MR6,E9PP89,A0A087WVY5,H7C4D4,E9PRV3	ENSP00000361570,ENSP00000435310,ENSP00000434133,ENSP00000434671,ENSP00000432547,ENSP00000416933,ENSP00000479773	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	
TRAP1	Q12931,I3L0K7,I3L4L7,I3L0P6,I3L3L4,I3L2D5,I3L239,I3L253	ENSP00000459385,ENSP00000246957,ENSP00000458166,ENSP00000442070,ENSP00000459354,ENSP00000459585,ENSP00000461618,ENSP00000458244,ENSP00000460545,ENSP00000461354	23	57	60	34	40	33	51	18	24	13	18	20	36	25	56	37	38	16	36	23	76	66	67	68	65	34	72	19	16	60	
CFAP52	Q8N1V2,I3L2G9,K7ERC0,V9GY13,A0A096LNH3,I3L237	ENSP00000379521,ENSP00000339449,ENSP00000459671,ENSP00000459347,ENSP00000458398,ENSP00000458343,ENSP00000476293,ENSP00000468193	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
ENSP00000472432	-	-	0	0	0	0	0	0	0	0	0	6	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
GORAB	Q5T7V8,R4GMT2	ENSP00000356737,ENSP00000356736,ENSP00000473336	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	
MYO7A	Q13402,B9A012,A0A087WT71,H7C4D8	ENSP00000386331,ENSP00000386689,ENSP00000392185,ENSP00000386635,ENSP00000417017,ENSP00000477640,ENSP00000351105,ENSP00000340325,ENSP00000345075,ENSP00000341532,ENSP00000444246,ENSP00000443609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MYO7B	Q6PIF6,B9A063,C9JC21,H3BSD9	ENSP00000386461,ENSP00000456661,ENSP00000404927,ENSP00000386850,ENSP00000415090,ENSP00000374175,ENSP00000272666	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
UBL5	Q9BZL1,K7EQ43	ENSP00000468656,ENSP00000351492,ENSP00000466910,ENSP00000467663	2	3	4	6	3	3	3	3	4	6	2	4	2	2	5	3	5	2	3	5	4	7	3	0	2	0	2	1	0	2	
UBL7	Q96S82,H3BUV9,H3BSE0,H3BV23,H3BSQ2	ENSP00000456662,ENSP00000456807,ENSP00000457703,ENSP00000457708,ENSP00000378518,ENSP00000354883,ENSP00000454828,ENSP00000457828,ENSP00000457920	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	
UBL3	O95164	ENSP00000370055	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
LTB4R2	Q9NPC1,E9PIC1,E9PNJ6	ENSP00000436668,ENSP00000432146,ENSP00000433290,ENSP00000434760,ENSP00000445772	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
STK10	O94804,H0YB71	ENSP00000428806,ENSP00000176763,ENSP00000442209	1	0	0	3	0	2	1	1	1	5	8	0	0	1	0	0	0	0	0	2	2	1	0	1	1	0	2	0	1	1	
GPAT4	Q86UL3,E5RHA6,E5RIA1,E5RGW3	ENSP00000380184,ENSP00000429477,ENSP00000428648,ENSP00000428630	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
GPAT3	Q53EU6	ENSP00000378651,ENSP00000264409,ENSP00000482571	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
FKBP4	Q02790,F5H120,H0YG86,F5H1U3,H0YFG2	ENSP00000001008,ENSP00000439703,ENSP00000446368,ENSP00000438491,ENSP00000442193,ENSP00000486800	25	38	39	53	25	61	31	35	44	42	36	33	22	42	35	28	31	19	23	44	87	73	71	60	77	18	73	34	33	29	
FKBP5	Q13451	ENSP00000349811,ENSP00000444810,ENSP00000441205,ENSP00000442340,ENSP00000338160,ENSP00000437482,ENSP00000445412,ENSP00000362982	3	0	0	4	0	5	1	4	2	17	27	11	0	2	0	0	3	16	2	2	4	0	4	0	1	0	4	1	0	0	
FKBP7	Q9Y680,F8WE12,H7BZJ4,F8WCU2,F8WBF2	ENSP00000413152,ENSP00000233092,ENSP00000403801,ENSP00000398869,ENSP00000415486,ENSP00000389914,ENSP00000335194	2	0	0	1	0	1	0	0	2	1	3	1	0	1	0	1	0	0	0	0	3	1	2	0	1	0	1	2	2	0	
FKBP2	P26885,F5H0N4	ENSP00000310935,ENSP00000398147,ENSP00000438749,ENSP00000378046	3	3	1	4	2	4	2	2	4	12	20	7	1	7	1	2	4	7	1	4	10	9	9	5	5	2	8	5	5	4	
FKBP3	Q00688,G3V5F2	ENSP00000216330,ENSP00000452322,ENSP00000379374	5	9	11	11	7	16	11	8	11	12	14	18	4	18	10	4	2	11	4	12	22	22	19	23	18	7	22	7	5	9	
FKBP8	Q14318,M0R1S6,A0A0A0MTJ1,M0R2Q6,U3KQI1,M0R2K9,M0R304,M0R1Q0,V9GZ05,U3KQ64	ENSP00000471700,ENSP00000441267,ENSP00000472302,ENSP00000222308,ENSP00000476767,ENSP00000472921,ENSP00000475588,ENSP00000475895,ENSP00000472643,ENSP00000472731,ENSP00000472087,ENSP00000472043,ENSP00000477278,ENSP00000388891	5	5	6	7	7	4	5	2	5	5	10	2	4	3	4	4	3	3	6	3	3	7	2	4	5	2	6	1	0	1	
FKBP9	O95302,C9J4P8	ENSP00000242209,ENSP00000391034,ENSP00000441317,ENSP00000439250,ENSP00000437504	19	13	9	24	14	23	10	11	25	3	2	4	7	17	8	9	16	2	8	15	28	24	24	29	25	9	35	16	19	10	
NAPSA	O96009,M0QXC5,A0A0B4J2A8	ENSP00000253719,ENSP00000469061,ENSP00000469763	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	
TYROBP	O43914,K7EKK0,X6RGC9,K7ES93	ENSP00000465081,ENSP00000402371,ENSP00000468608,ENSP00000445332,ENSP00000262629,ENSP00000465656,ENSP00000468447	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	
PRAM1	Q96QH2,M0R149	ENSP00000408342,ENSP00000471634,ENSP00000255612,ENSP00000444318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
PIK3R5	Q8WYR1,J3KSW1,X6R3K3,J3KRE9,J3KT66	ENSP00000269300,ENSP00000462433,ENSP00000462824,ENSP00000462680,ENSP00000461966,ENSP00000485280,ENSP00000477795,ENSP00000392812,ENSP00000484211	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GABARAP	O95166,I3L236,H6UMI1,I3L3J4	ENSP00000306866,ENSP00000460855,ENSP00000460489,ENSP00000461882,ENSP00000459345,ENSP00000458476	0	0	0	1	0	1	0	1	0	2	4	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	
C14orf159	Q7Z3D6,A0A0C4DGD8,E5RHG2,A0A0C4DGD4,H0YB62,E5RGP9,E5RIU5,E5RFZ6,E5RJL7,E5RJD1,E5RFT5,H0YB11,H0YB09,E5RJ62,E5RK14,E5RGN8,E5RK56,E5RJ87,E5RIL4	ENSP00000430022,ENSP00000427971,ENSP00000429189,ENSP00000428997,ENSP00000429453,ENSP00000256324,ENSP00000429097,ENSP00000430666,ENSP00000428296,ENSP00000428122,ENSP00000430137,ENSP00000429098,ENSP00000429967,ENSP00000429052,ENSP00000428263,ENSP00000430318,ENSP00000428974,ENSP00000428652,ENSP00000404343,ENSP00000429806,ENSP00000429459,ENSP00000427953,ENSP00000429655,ENSP00000429392,ENSP00000429949,ENSP00000428444,ENSP00000428760,ENSP00000428462,ENSP00000435459,ENSP00000404196,ENSP00000298858	0	0	1	1	0	1	0	0	2	27	18	15	0	2	0	0	5	13	0	1	2	1	1	0	2	0	0	1	0	0	
MANF	A8K878,H7C2D6	ENSP00000432799,ENSP00000405280,ENSP00000454660,ENSP00000457671	9	16	14	17	8	17	12	10	16	19	18	15	12	15	13	10	11	9	8	12	20	21	22	27	25	6	20	8	10	7	
SV2A	Q7L0J3	ENSP00000358142,ENSP00000358141	0	0	1	1	0	1	2	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	
ENSP00000460754	-	-	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PCCA	P05165,H0Y798,H0Y4B9,H0Y5U0,Q5JVH2,Q5JTW6	ENSP00000365462,ENSP00000396050,ENSP00000400740,ENSP00000390850,ENSP00000411194,ENSP00000399413,ENSP00000365463,ENSP00000365456,ENSP00000365430,ENSP00000441884,ENSP00000365454	1	0	0	2	0	1	0	2	0	38	32	50	0	1	0	0	3	31	0	1	4	1	2	0	0	0	0	0	0	0	
MAN2C1	Q9NTJ4,B4DH23,H3BRV3,H3BUW3,H3BQH9,H3BSE5,H3BQJ2,A0A0C4DGU9,H3BRI3,H3BMJ3	ENSP00000455998,ENSP00000457788,ENSP00000454589,ENSP00000267978,ENSP00000456914,ENSP00000390738,ENSP00000456667,ENSP00000456419,ENSP00000454406,ENSP00000456257,ENSP00000455788,ENSP00000455803,ENSP00000457833,ENSP00000479988	2	0	0	1	0	1	0	1	0	0	2	4	0	0	0	0	0	3	0	1	0	0	1	1	0	1	0	0	0	0	
WIPI2	Q9Y4P8	ENSP00000371821,ENSP00000429654,ENSP00000385297,ENSP00000384945,ENSP00000288828,ENSP00000313532	0	2	2	0	2	1	4	0	0	4	1	0	2	0	2	1	0	0	1	0	5	2	3	1	3	2	1	0	0	0	
SAMD3	Q8N6K7,E9PS85,E9PR45,H0YEH9,E9PPN0,E9PR28,E9PRU9	ENSP00000357116,ENSP00000402092,ENSP00000403565,ENSP00000391163,ENSP00000435879,ENSP00000436088,ENSP00000324874,ENSP00000436997,ENSP00000436115,ENSP00000435875,ENSP00000434139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	
KRT34	O76011	ENSP00000377570,ENSP00000458934,ENSP00000251648	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	
EHF	Q9NZC4,E9PPS9,E9PQX0,E9PQR6,E9PN75	ENSP00000257831,ENSP00000399733,ENSP00000433508,ENSP00000435837,ENSP00000432905,ENSP00000436357,ENSP00000434395,ENSP00000435835,ENSP00000432460,ENSP00000436158	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	
ACPP	P15309,E9PFE6,H0Y8T3	ENSP00000337471,ENSP00000418366,ENSP00000417744,ENSP00000323036,ENSP00000422036	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
IFT122	Q9HBG6,D6RIB5,H0Y9E5,H0Y8I2,H0Y9Y9,H0Y9Q2,D6RAF7,H0YAG9,H0YAG6,D6R8Z2,H0Y9E1,H0Y9I6,H0Y978	ENSP00000323973,ENSP00000296266,ENSP00000425536,ENSP00000421953,ENSP00000422179,ENSP00000324165,ENSP00000324005,ENSP00000423902,ENSP00000427061,ENSP00000427027,ENSP00000423921,ENSP00000421140,ENSP00000425540,ENSP00000424206,ENSP00000423288,ENSP00000422237,ENSP00000424727,ENSP00000427515,ENSP00000410946,ENSP00000401569,ENSP00000394395,ENSP00000388829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
ZNF285	Q96NJ3,K7EQE9,K7ERT5,K7EIK6	ENSP00000483662,ENSP00000439431,ENSP00000464788,ENSP00000468399,ENSP00000467795,ENSP00000253426,ENSP00000441990,ENSP00000392867,ENSP00000333595	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
FKBPL	Q9UIM3	ENSP00000364298,ENSP00000398812,ENSP00000397530,ENSP00000412439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
GRB10	Q13322,C9JTW6,H7C3B9	ENSP00000385189,ENSP00000385544,ENSP00000385366,ENSP00000349818,ENSP00000385046,ENSP00000385770,ENSP00000385748,ENSP00000410920,ENSP00000413023,ENSP00000381793,ENSP00000338543,ENSP00000381790,ENSP00000406716,ENSP00000381771	0	3	1	0	6	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	2	1	1	2	1	0	0	0	
GM2A	P17900,E5RJD0,H0YBY3	ENSP00000429100,ENSP00000349687,ENSP00000430541	0	0	1	0	1	1	1	0	0	8	9	4	1	0	1	0	0	2	1	0	0	0	1	0	0	1	0	0	1	1	
GRB14	Q14449,C9JD37,C9JLT6	ENSP00000263915,ENSP00000416786,ENSP00000401702,ENSP00000443699	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
AK2	P54819,G3V213,F8VPP1,F8W1A4,F8VY04,F8VZG5	ENSP00000362548,ENSP00000449003,ENSP00000447082,ENSP00000450109,ENSP00000346921,ENSP00000450008,ENSP00000446849,ENSP00000486507,ENSP00000486342,ENSP00000381252,LRG_133_t1_p1	15	22	23	28	18	24	21	18	16	55	52	40	16	23	20	13	30	26	18	25	46	30	37	36	40	12	40	16	12	22	
CSRP1	P21291,E9PS42,E9PP21,E9PND2,A0A087X134	ENSP00000356275,ENSP00000432110,ENSP00000434147,ENSP00000483864,ENSP00000436792,ENSP00000436491,ENSP00000437218,ENSP00000345079,ENSP00000438007	9	37	35	26	22	19	23	8	12	397	675	420	20	18	35	15	29	329	23	12	21	32	24	22	37	15	23	7	8	21	
ENSG00000173442	-	ENSP00000435843	0	0	0	0	0	0	0	0	1	1	1	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	2	1	1	
CSRP3	P50461	ENSP00000431813,ENSP00000265968	0	0	1	0	1	0	1	0	0	1	1	5	0	0	1	0	0	3	1	0	0	0	1	1	1	2	1	0	0	2	
CSRP2	Q16527,F8VQR7,F8VW96	ENSP00000450143,ENSP00000450056,ENSP00000449824,ENSP00000310901	1	9	10	3	8	6	7	3	1	10	23	5	4	2	7	4	0	3	7	0	7	10	11	12	7	4	6	2	0	4	
AK1	P00568,Q5T9B7,H0Y4J6,F8VRY5,H0YID2	ENSP00000362271,ENSP00000449130,ENSP00000392314,ENSP00000362249,ENSP00000223836,ENSP00000448741	5	15	18	22	9	20	12	11	16	57	31	22	13	19	13	10	9	23	6	18	31	25	28	26	32	15	28	15	12	18	
HSD17B12	Q53GQ0,E9PI21	ENSP00000436582,ENSP00000278353,ENSP00000379052	3	22	28	8	21	10	28	8	7	11	16	27	13	7	25	28	8	14	21	7	48	35	37	29	30	27	34	10	5	30	
ATP6V1D	Q9Y5K8,H0YJ55,G3V341,G3V2V6,H0YJH8,H0YJS0,G3V559,G3V3T8,G3V2S6,G3V5S7	ENSP00000451167,ENSP00000450834,ENSP00000451564,ENSP00000450885,ENSP00000216442,ENSP00000450841,ENSP00000452192,ENSP00000452029,ENSP00000451422,ENSP00000452492,ENSP00000451031	1	1	3	2	3	0	4	2	2	3	2	8	3	1	1	0	1	1	2	3	5	5	4	3	2	2	4	0	1	1	
HSD17B10	Q99714,Q5H928	ENSP00000364453,ENSP00000168216,ENSP00000364447	35	82	82	45	61	44	59	30	31	0	0	0	45	50	81	56	74	0	59	44	107	103	101	103	103	76	113	30	26	65	
HSD17B11	Q8NBQ5,D6RCD0	ENSP00000351035,ENSP00000423775	2	0	0	4	0	2	0	4	5	18	18	34	0	1	0	0	10	20	0	2	3	2	3	2	3	0	2	3	2	0	
ATP6V1A	P38606,C9JA17,F8WDJ3,C9JVW8	ENSP00000273398,ENSP00000420146,ENSP00000417545,ENSP00000419294,ENSP00000439874,ENSP00000441031	13	33	31	21	20	30	26	14	28	38	23	44	16	23	26	24	21	31	14	19	53	49	51	52	52	16	58	15	14	22	
RASL10A	Q92737	ENSP00000386095,ENSP00000216101	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DTL	Q9NZJ0,F5GZ90	ENSP00000355958,ENSP00000443870,ENSP00000410412	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
ERO1B	Q86YB8,Q5T1H5,Q5TAE8	ENSP00000346635,ENSP00000264181,ENSP00000355548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	
ATP6V1H	Q9UI12,G3V126,E5RK31,H0YB41,E5RHH0,E5RG49,A0A0D9SG68,E5RJG1	ENSP00000347359,ENSP00000429947,ENSP00000352522,ENSP00000379995,ENSP00000428255,ENSP00000428625,ENSP00000428969,ENSP00000429786,ENSP00000427835,ENSP00000487194,ENSP00000430314,ENSP00000428825	4	11	8	4	6	8	10	5	4	11	9	7	6	5	12	9	4	7	4	3	11	10	12	7	11	5	7	3	4	4	
